title,release_date,tagline
The Big Wedding,4/25/13,It's never too late to start acting like a family
"Big Mommas: Like Father, Like Son",2/16/11,Momma's got back-up.
Source Code,3/30/11,Make Every Second Count
Alive,1/15/93,They survived the impossible...by doing the unthinkable.
The Number 23,2/23/07,First it takes hold of your mind...then it takes hold of your life.
The Young and Prodigious T.S. Spivet,10/16/13,
1941,12/13/79,Paranoia meets pandemonium.
Dreamer: Inspired By a True Story,9/10/05,
A History of Violence,9/23/05,Tom Stall had the perfect life... until he became a hero.
Transporter 2,8/2/05,The Best In The Business Is Back In The Game.
The Quick and the Dead,2/9/95,Think you are quick enough?
Laws of Attraction,4/4/04,Love always has the last word.
Bringing Out the Dead,10/22/99,
Repo Men,3/18/10,"For a price, any organ in your body can be replaced. But it can also be repossessed."
Dragon Wars: D-War,2/8/07,They've made our world their battleground
Bogus,9/6/96,"A comedy about losing your heart, finding your inner child and meeting the one friend you've always tried to avoid."
The Incredible Burt Wonderstone,3/14/13,Abracatastic!
Cats Don't Dance,3/26/97,It's a Jungle Out There!
Cradle Will Rock,12/10/99,
The Good German,12/8/06,"If war is Hell, then what comes after?"
George and the Dragon,3/28/04,
Apocalypse Now,8/15/79,This is the end...
Going the Distance,9/1/10,A comedy about meeting each other halfway.
Mr. Holland's Opus,12/29/95,"Of All the Lives He Changed, the One That Changed the Most Was His Own."
Criminal,4/14/16,
Out of Africa,12/20/85,Based on a true story.
Flight,11/2/12,
Moonraker,6/26/79,Outer space now belongs to 007.
The Grand Budapest Hotel,2/26/14,A perfect holiday without leaving home.
Hearts in Atlantis,9/7/01,What if one of life's great mysteries moved in upstairs?
Arachnophobia,8/9/90,"Eight legs, two fangs, and an attitude."
Frequency,4/28/00,The future is listening.
Vacation,7/28/15,What could go wrong?
Get Shorty,10/20/95,"The mob is tough, but it’s nothing like show business."
Chicago,12/26/02,"If You Can't Be Famous, Be Infamous"
Big Daddy,6/25/99,Nature called. Look who answered.
American Pie 2,8/10/01,This Summer It's All About Sticking Together.
Toy Story,10/30/95,
Speed,6/9/94,Get ready for rush hour
The Vow,2/5/12,
Extraordinary Measures,1/21/10,Don't hope for a miracle. Make one.
Remember the Titans,9/29/00,History is written by the winners.
The Hunt for Red October,3/2/90,Invisible. Silent. Stolen.
The Butler,8/16/13,One quiet voice can ignite a revolution.
DodgeBall: A True Underdog Story,6/18/04,Grab Life By The Ball
The Addams Family,11/22/91,Weird Is Relative
Ace Ventura: When Nature Calls,11/10/95,New animals. New adventures. Same hair.
The Princess Diaries,8/3/01,She rocks. She rules. She reigns.
The First Wives Club,9/20/96,Don't get mad. Get everything.
Se7en,9/22/95,Seven deadly sins. Seven ways to die.
District 9,8/5/09,You are not welcome here.
The SpongeBob SquarePants Movie,11/14/04,Bigger. Better. More absorbent.
Mystic River,10/7/03,"We bury our sins, we wash them clean."
Million Dollar Baby,12/15/04,"Beyond his silence, there is a past. Beyond her dreams, there is a feeling. Beyond hope, there is a memory. Beyond their journey, there is a love."
Analyze This,3/5/99,New York's most powerful gangster is about to get in touch with his feelings. YOU try telling him his 50 minutes are up.
The Notebook,6/25/04,Behind every great love is a great story.
27 Dresses,1/10/08,She's about to find the perfect fit.
Hannah Montana: The Movie,4/10/09,She has the best of both worlds...now she has to choose just one.
Rugrats in Paris: The Movie,9/14/00,Ooo la la! Paris will never be the same!
The Prince of Tides,12/25/91,"A story about the memories that haunt us, and the truth that sets us free."
Legends of the Fall,12/16/94,After the Fall from Innocence the Legend begins.
Up in the Air,9/5/09,The story of a man ready to make a connection.
About Schmidt,12/13/02,Schmidt Happens
Warm Bodies,1/31/13,Cold body. Warm heart.
Looper,9/26/12,"Hunted By Your Future, Haunted By Your Past"
Down to Earth,2/16/01,
Babe,7/18/95,A little pig goes a long way.
Hope Springs,8/7/12,"Sometimes to keep the magic, you need to learn a few tricks."
Forgetting Sarah Marshall,4/17/08,"You lose some, you get some."
Four Brothers,8/11/05,They came home to bury mom... and her killer
Baby Mama,4/23/08,Would you put your eggs...in this basket?
Hope Floats,5/29/98,"When life fell apart, love fell into place."
Bride Wars,1/9/09,May the best bride win
Without a Paddle,8/20/04,"The call of the wild, the thrill of adventure. The mistake of a lifetime."
13 Going on 30,4/13/04,"For some, 13 feels like it was just yesterday. For Jenna, it was."
Midnight in Paris,5/11/11,
The Nut Job,1/17/14,Let's Get Nuts!
Blow,4/4/01,Based on a True Story.
Message in a Bottle,2/22/99,A story of love lost and found.
Star Trek V: The Final Frontier,6/9/89,Adventure and imagination will meet at the final frontier.
Like Mike,7/3/02,"Think like Mike, Achieve like Mike, Be Like Mike."
The Naked Gun 33⅓: The Final Insult,3/18/94,"A Mad Bomber is on the Loose, and If Anyone Can Stop Him....So Can Frank!"
A View to a Kill,5/24/85,Has James Bond finally met his match?
The Curse of the Were-Rabbit,9/4/05,Something bunny is going on...
P.S. I Love You,11/15/07,"His life ended. Now, a new one will begin."
Racing Stripes,1/6/05,Cheer 'til you're horse!
Atonement,8/29/07,Torn apart by betrayal. Separated by war. Bound by love.
Letters to Juliet,5/14/10,What if you had a second chance to find true love?
Black Rain,9/22/89,Their country. Their laws. Their game. His rules.
The Three Stooges,4/13/12,Just Say Moe.
Corpse Bride,9/9/05,There's been a grave misunderstanding.
Glory Road,1/13/06,The incredible story of the team that changed the game forever.
Sicario,9/17/15,The border is just another line to cross.
Southpaw,6/15/15,Believe in Hope.
Drag Me to Hell,3/15/09,"Christine Brown has a good job, a great boyfriend, and a bright future. But in three days, she's going to hell."
The Age of Adaline,4/16/15,Love is timeless.
Secondhand Lions,9/19/03,
Step Up 3D,8/4/10,Two Worlds. One Dream.
Blue Crush,8/8/02,"Three Friends, One Passion, No Limits."
Stranger Than Fiction,9/9/06,Harold Crick isn't ready to go. Period.
30 Days of Night,10/17/07,They're Coming!
The Cabin in the Woods,4/12/12,If you hear a strange sound outside... have sex
Meet the Spartans,1/24/08,"The Bigger the Hit, The Harder They Fall"
Midnight Run,7/20/88,This could be the beginning of a beautiful friendship.
The Running Man,11/13/87,A game nobody survives. But Schwarzenegger has yet to play.
Little Shop of Horrors,12/19/86,Don't feed the plants.
Hanna,4/7/11,Adapt or die.
Mortal Kombat: Annihilation,11/21/97,"The world was created in six days, so too shall it be destroyed and on the seventh day mankind will rest... in peace"
Larry Crowne,6/30/11,Rediscover life and love
Carrie,10/16/13,Know her name. Fear her power.
Take the Lead,3/17/06,Never Follow
Gridiron Gang,9/15/06,One goal. A second chance.
What's the Worst That Could Happen?,5/31/01,It takes a thief to nail a crook.
9,8/19/09,When our world ended their mission began.
Side Effects,2/7/13,One pill can change your life.
The Prince & Me,3/28/04,Finding your inner princess can be such a royal pain.
Winnie the Pooh,4/13/11,Oh Pooh.
Dumb and Dumberer: When Harry Met Lloyd,6/13/03,The evolution of dumb...
Bulworth,5/15/98,Brace yourself. This politician is about to tell the truth!
Get on Up,8/1/14,The Funk Don't Quit
One True Thing,9/18/98,Love What You Have.
Virtuosity,8/4/95,Justice needs a new program.
My Super Ex-Girlfriend,6/20/06,Hell hath no fury like a superwoman scorned.
Deliver Us from Evil,7/1/14,
Sanctum,2/3/11,The only way out is down.
Little Black Book,8/6/04,Have you ever been tempted to look inside his...
The Five-Year Engagement,4/27/12,A comedy about the journey between popping the question and tying the knot.
Mr. 3000,6/15/04,Big league. Big mouth. Big time.
The Next Three Days,11/18/10,What if you had 72 hours to save everything you live for?
Ultraviolet,3/3/06,The blood war is on.
Assault on Precinct 13,1/19/05,Unite and fight.
The Replacement Killers,2/6/98,Kill or be replaced.
Fled,7/19/96,See how they run.
Eight Legged Freaks,7/17/02,Do you hate spiders? Do you really hate spiders? Well they don't like you either.
Love & Other Drugs,11/22/10,Addicted to one-night stands or dependent on one another?
88 Minutes,2/14/07,He has 88 minutes to solve a murder. His own.
North Country,2/12/05,All She Wanted Was To Make A Living. Instead She Made History.
The Whole Ten Yards,4/7/04,"They missed each other. This time, their aim is better."
Splice,10/6/09,Science's newest miracle...is a mistake.
Howard the Duck,8/1/86,You will believe that a duck can talk.
Pride and Glory,9/9/08,Truth. Honor. Loyalty. Family. What are you willing to sacrifice?
The Cave,8/25/05,There are places man was never meant to go.
Alex & Emma,6/16/03,Is it love... or are they just imagining things?
Wicker Park,9/3/04,Passion never dies.
Fright Night,8/18/11,You can't run from evil when it lives next door.
The New World,12/25/05,"Once discovered, it was changed forever."
Wing Commander,3/11/99,An action packed thrill ride!
In Dreams,1/15/99,You don't have to sleep to dream
Dragonball Evolution,4/1/09,The legend comes to life.
The Last Stand,1/12/13,Not in his town. Not on his watch.
Godsend,4/30/04,"When a miracle becomes a nightmare, evil is born."
Chasing Liberty,1/9/04,How do you fall in love with the whole world watching?
Hoodwinked Too! Hood VS. Evil,4/29/11,Not All Fairy Tales Go By the Book.
An Unfinished Life,9/9/05,Every secret takes on a life of its own.
The Imaginarium of Doctor Parnassus,10/1/09,
Barney's Version,10/26/10,First he got married. Then he got married again. Then he met the love of his life.
Runner Runner,9/24/13,The house always wins.
Antitrust,1/12/01,Truth can be dangerous...Trust can be deadly.
Glory,12/15/89,Their innocence. Their heritage. Their lives.
Once Upon a Time in America,2/16/84,"Crime, passion and lust for power - Sergio Leone's explosive saga of gangland America."
Dead Man Down,3/8/13,Blood demands blood
The Merchant of Venice,9/3/04,
The Good Thief,4/3/03,He doesn't want money. He wants what money can't buy.
Supercross,8/16/05,
Miss Potter,12/3/06,The life of Beatrix Potter is the most enchanting tale of all.
The Promise,12/15/05,the promise
DOA: Dead or Alive,9/7/06,"They're the ultimate fighters. They've got the looks. They've got the moves, and the men fall at their feet."
The Assassination of Jesse James by the Coward Robert Ford,9/2/07,Beyond the myth lies America's greatest betrayal
1911,7/3/11,Fall of the Last Empire
Little Nicholas,9/30/09,
Wild Card,1/14/15,Never bet against a man with a killer hand.
Machine Gun Preacher,9/23/11,Hope is the greatest weapon of all
Animals United,10/7/10,
Goodbye Bafana,2/11/07,
United Passions,6/19/14,Every dream has it's own rules
Grace of Monaco,5/14/14,
Savva. Heart of the Warrior,11/12/15,You need only wish with all of your heart!
Ripley's Game,9/2/02,
Sausage Party,7/11/16,Always use condiments
Pitch Perfect 2,5/7/15,We're back pitches
Walk the Line,9/13/05,Love is a burning thing.
Keeping the Faith,4/14/00,"If you have to believe in something, you may as well believe in love."
The Borrowers,12/5/97,Little People. Big Trouble. Lots of fun.
Frost/Nixon,10/15/08,400 million people were waiting for the truth.
Confessions of a Dangerous Mind,12/30/02,Some things are better left top secret.
Serving Sara,8/20/02,The One Thing That Could Bring Them Together Is Revenge.
The Boss,4/7/16,Watch your assets
Cry Freedom,11/5/87,
Mumford,9/24/99,Some towns have all the fun.
Seed of Chucky,11/11/04,Fear The Second Coming
The Jacket,3/4/05,Terror has a new name.
Aladdin,11/25/92,Wish granted!
Straight Outta Compton,8/13/15,The Story of N.W.A.
Indiana Jones and the Temple of Doom,5/23/84,If adventure has a name... it must be Indiana Jones.
The Rugrats Movie,11/20/98,
Along Came a Spider,4/6/01,The game is far from over.
Florence Foster Jenkins,5/6/16,"People may say I couldn't sing, but no one can say I didn't sing"
Once Upon a Time in Mexico,9/11/03,The Time Has Come.
Die Hard,7/15/88,40 Stories. Twelve Terrorists. One Cop.
Role Models,2/3/08,They're about to get more than they plea-bargained for.
The Big Short,12/11/15,This is a true story.
Taking Woodstock,9/3/09,A Generation Began In His Backyard.
Miracle,2/6/04,"If you believe in yourself, anything can happen."
Dawn of the Dead,3/19/04,"When the undead rise, civilization will fall."
The Wedding Planner,1/26/01,His big day is her big problem.
Space Pirate Captain Harlock,9/7/13,
The Royal Tenenbaums,10/5/01,"Family isn’t a word, it’s a sentence."
Identity,4/25/03,The secret lies within.
Last Vegas,10/31/13,It's going to be legendary
For Your Eyes Only,6/23/81,"No one comes close to James Bond, 007."
Serendipity,10/5/01,Sometimes True Love Can Have More Than One Face.
Timecop,9/15/94,They killed his wife ten years ago. There's still time to save her. Murder is forever... until now.
Zoolander,9/28/01,3% Body Fat. 1% Brain Activity.
Safe Haven,2/7/13,You know it when you find it
Hocus Pocus,7/16/93,It's just a bunch of Hocus Pocus.
No Reservations,7/25/07,Life isn't always made to order.
Kick-Ass,3/22/10,Shut up. Kick ass.
30 Minutes or Less,8/11/11,A lot can happen in 30 minutes.
